문제 번호
2580
10216
1526
19238
2643
2018
2225
24831
2413
1392
20001
1726
2239
14593
2670
1238
20444
1615
17095
14502
1476
18258
3062
4240
11508
3273
2343
19598
1917
8061
13305
20168
14623
13443
1398
2417
2596
2011
2748
1074
14501
2910
18430
2579
25193
15708
18352
13911
13440
1935
13436
15649
2442
10407
16479
20291
18245
1162
11725
13442
1309
23247
16437
1940
15652
4948
11729
2250
15942
15900
17609
5639
6996
9517
14418
2231
16987
3111
1783
1977
14237
16206
10971
25185
11997
1826
17352
4781
1167
7490
11375
17947
14469
16959
2494
7579
11403
1916
2230
1790
9370
11437
15683
17387
1913
17297
1806
15721
2852
2854
14220
9017
16922
14225
1315
1789
2000
17612
17025
10217
5972
3184
15989
17485
2557
13428
4658
4673
2193
1561
1325
10845
1800
2776
1915
2098
10972
3671
15686
18427
16929
14242
1486
1226
2411
2609
17611
1911
14600
16895
22954
16562
15975
13459
2873
17779
1175
1038
1525
20125
13444
14248
9935
6063
14426
25945
22352
4889
20437
1780
17215
15684
10867
14245
25552
2753
16967
8297
23265
1934
1766
1718
15353
11549
1946
5567
2309
9252
11050
2866
1978
11931
2865
2668
10819
1027
15113
13913
8911
2606
5107
9251
2870
15650
1759
2792
13277
15235
1201
14252
6156
2422
15661
1260
1938
3830
20053
9019
11728
17114
2531
13398
3687
1395
9079
22942
14615
2357
15787
10431
22255
18405
1613
2116
6209
17299
16564
16931
10250
1296
2615
2412
1493
3025
14940
1005
16113
5347
11024
10808
2042
14405
10253
2110
2839
2108
17471
23563
1941
1695
17837
1508
2960
15830
2133
2003
23291
14254
5904
2504
22943
11265
20327
17070
21609
14280
16472
21604
8872
9417
1987
13595
25205
14939
2467
16235
20310
21568
15988
7682
17144
1835
4659
4493
15489
19941
2841
1799
14499
16953
1963
2162
2448
10653
14265
9465
20164
11286
2616
18511
2636
2461
1477
22865
2252
1016
14251
3653
2447
4803
14269
9874
1967
15659
1865
9660
22859
2012
2798
11441
14259
17425
2947
18290
23037
19951
1699
14712
17090
10829
14273
14584
1330
1253
14719
10282
13549
2629
15990
1736
5397
1854
15591
14230
12891
1030
8545
2468
1197
11689
4347
1106
9656
16970
2228
18606
14246
11478
16194
25206
2450
10870
20542
8980
20300
14890
25058
11047
24228
21315
3622
1208
13435
11057
1516
1440
17206
20058
1114
18809
1720
1113
11658
2178
20115
16639
11965
13441
19644
15658
14852
1593
16236
18513
14234
14218
2847
1003
21922
1480
8982
5852
15828
17615
1138
9527
17839
13458
10872
9265
1629
2812
16768
5052
21314
1212
2800
2240
14226
14567
1063
10974
20183
2407
17281
1697
1753
5054
13976
1654
6603
1035
5827
5427
6236
2624
13430
18312
20006
1773
1931
14249
14324
10814
16954
1948
1300
5213
14490
8393
2281
6131
14219
17135
17836
3151
1890
13787
14466
10655
2658
1065
8741
17780
2662
14205
2195
13023
15666
1956
9440
1033
14270
14056
10259
21918
2234
15732
22251
1256
1700
17404
2562
2473
14239
20922
2983
11663
6373
4963
1103
14275
3197
2869
9950
14170
22864
17141
1240
2923
1548
25947
18500
14216
10321
22541
16719
7795
5419
1145
4179
2302
2109
2091
14227
2285
13335
7983
15657
21758
2512
5901
2167
17406
9879
16205
10999
1449
21047
1991
9237
5212
23289
1450
1135
1513
13225
1344
11051
19637
25194
15961
1747
14002
1748
1489
5073
18115
14250
2283
12865
15724
10265
6178
12467
12018
2470
18917
24789
1182
10422
3758
10994
3052
2563
1244
17071
14278
17276
19942
14235
16920
14908
11868
15552
10166
17204
1546
11727
10836
2884
14232
2590
12866
9202
14207
7432
1522
13431
5014
17838
11170
14244
2573
11053
1722
2213
2660
1049
6550
2931
11656
2638
11655
13241
4358
9657
20207
1495
