문제 번호
13433
18251
16946
15778
2831
25288
15829
1943
15972
1504
10454
25400
9996
1306
14391
17614
1254
14676
1389
2661
20182
9347
10988
1633
2879
2578
2204
10771
12026
13448
15664
16985
4811
11438
17788
2164
5635
11054
1966
10211
13427
23971
1764
22944
16637
13417
17258
5618
9184
1436
3449
9466
1744
25949
10775
9376
24337
1422
15953
7469
14864
3474
2565
16398
1018
2667
16207
3933
11659
13447
2750
2503
1029
2716
18111
1850
2628
15654
20920
16234
14256
11003
1949
10546
2607
2785
15653
13325
2138
17143
14231
20165
17608
1261
2458
10989
2858
14503
15997
2747
17822
1713
3079
5021
2477
19943
10816
14592
1303
1717
16508
14497
7662
3954
12025
5896
6987
15486
20302
10171
13429
25487
1028
12851
17199
16988
14204
16724
5547
1914
2979
1406
25165
2529
1014
11726
2355
16918
10835
1085
14215
2036
1391
2141
5543
10942
1316
1448
16933
21317
1072
2104
10875
5719
2751
25494
5558
11055
1377
22862
9934
14938
16927
4716
11062
2842
7453
17829
1280
23246
17427
1013
3055
1007
13410
1774
9461
1712
2975
1497
2022
2665
3980
11501
11975
16957
2130
2224
5214
13434
14261
1822
21278
18186
17626
11000
14729
1181
17140
1146
22860
2885
14257
22946
2492
12000
13975
5373
9328
3363
13263
25402
1302
10799
10828
16439
25395
3482
1520
4008
1459
20422
10986
1781
1874
1743
1155
2210
10530
2718
5597
1285
2696
1663
2478
1932
18222
13164
20188
10026
14260
13625
13414
6091
1620
2346
14276
14266
11724
1981
3986
11657
25166
22948
19236
2179
14283
3053
14224
10037
16769
13301
21611
16955
16890
1600
17219
2438
1062
1149
22871
11048
2169
2630
14247
2693
12906
1194
2622
1366
14003
2589
15665
10866
14442
10833
1339
1543
14253
11652
2292
1068
7512
11899
5430
1351
9470
20057
17142
1509
12995
3997
1019
21939
10815
14627
1328
2822
21921
13397
1958
9084
1965
11131
14863
14228
15688
17266
25943
1431
14274
14888
11058
16767
21943
1467
16932
11651
10539
2352
1461
13425
14206
25543
2437
22233
25556
1719
1010
11758
7576
13438
6443
2480
9655
14255
10773
10674
16928
14281
1094
18870
17825
9037
9469
2217
2502
2805
25501
1939
1496
1976
1823
2632
1992
1043
25401
14263
15761
1206
10021
25406
1202
4485
10830
2310
15927
2161
22858
16956
22857
1715
12015
2020
10159
14271
13460
2493
1083
11559
2208
1076
17478
10451
11967
17420
1032
2775
1158
3109
1248
17182
3020
14916
1730
16973
22869
1517
8972
14500
4256
9933
2635
14282
14221
1109
14867
17616
11921
14889
4375
14222
2828
3568
1597
2183
1514
11664
14243
20366
11052
1174
2166
24042
13422
5582
15681
11723
25757
16930
14223
1418
11497
13446
1120
1268
12904
20546
24832
13226
16288
11557
13116
14467
2073
16198
1920
15926
15969
1515
3043
2251
5585
20044
2156
1189
13565
1937
2304
9877
2631
2263
4991
1205
3896
2143
14891
1769
17224
10709
1021
14746
17088
16506
14229
10800
1082
9095
1912
11004
7568
1159
1922
2149
16197
2933
15818
1414
25083
3190
12094
2293
14726
16935
5557
14217
9881
16926
14620
14572
12919
2435
11060
1107
1417
25381
12996
16120
15576
2961
4195
17472
2637
3649
13445
21608
1012
5830
20040
19237
12852
1071
10165
21923
1765
4779
2176
2585
11650
1225
4396
2294
2439
22868
1294
1333
15662
13437
1655
18884
1541
25393
1464
1708
20436
2287
25018
12933
10844
21049
20365
12969
1671
11866
3987
17484
25304
15059
10973
1758
6064
17383
1647
2953
2010
23268
1456
1102
16937
9012
17419
1025
18428
14264
21942
17298
17244
10610
14910
1343
16118
1157
1947
2583
19532
20181
18429
11964
1051
4949
5525
4574
3048
1463
13432
16916
2484
4153
2618
14258
14262
15685
2075
8983
14279
14284
1802
22856
18310
5022
24262
14241
3004
2740
1998
11996
2610
6593
17389
2023
10818
20061
10868
21941
1929
16986
1662
7569
11066
14725
1969
3015
12789
13439
14923
11722
5217
16139
9663
2295
28017
2758
11404
17951
10837
17293
9177
4920
1026
17086
22968
1156
11720
21944
21772
1277
1927
13614
14927
13251
1918
13144
3085
25542
14236
14277
17269
2423
11279
3665
1219
15971
1863
1080
1199
2212
1644
9576
1379
2533
1132
1535
2170
1727
1405
14233
18808
12605
2188
13627
2623
7562
14272
17623
2887
9375
1251
1092
5568
2146
2559
11268
1009
14267
9082
13244
16434
15651
2644
1725
20056
1786
9372
11660
17136
3234
2206
12100
1213
11049
7785
22866
10869
1141
13426
14238
8979
16165
23058
3663
17413
15655
2290
2342
5898
21586
14208
14425
1707
13604
11399
2056
6087
1507
11505
1269
17436
1446
14240
2891
1427
21610
18185
14268
25020
15483
5338
4386
15898
1756
2261
2174
24479
22861
15663
20055
14658
2258
12869
5613
14529
